,Athlete,Nation,Sport,Role,Era,Participations,Start Year,End Year,Years,Sport_full,Sport_Type
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1964,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1965,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1966,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1967,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1968,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1969,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1970,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1971,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1972,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1973,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1974,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1975,Judo,Individual
7,Piero D'Inzeo,Italy,EJP,Olympics,"(1948, 1976)",8,1948,1976,1976,Judo,Individual
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1948,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1949,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1950,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1951,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1952,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1953,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1954,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1955,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1956,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1957,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1958,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1959,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1960,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1961,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1962,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1963,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1964,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1965,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1966,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1967,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1968,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1969,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1970,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1971,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1972,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1973,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1974,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1975,Equestrian Eventing,Team
7,Piero D'Inzeo,Italy,EVE,Olympics,"(1948, 1976)",8,1948,1976,1976,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1948,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1949,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1950,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1951,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1952,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1953,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1954,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1955,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1956,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1957,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1958,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1959,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1960,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1961,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1962,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1963,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1964,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1965,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1966,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1967,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1968,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1969,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1970,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1971,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1972,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1973,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1974,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1975,Judo,Individual
8,Raimondo D'Inzeo,Italy,EJP,Olympics/Other,"(1948, 1976)",8,1948,1976,1976,Judo,Individual
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1948,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1949,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1950,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1951,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1952,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1953,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1954,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1955,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1956,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1957,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1958,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1959,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1960,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1961,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1962,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1963,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1964,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1965,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1966,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1967,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1968,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1969,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1970,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1971,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1972,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1973,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1974,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1975,Equestrian Eventing,Team
8,Raimondo D'Inzeo,Italy,EVE,Olympics/Other,"(1948, 1976)",8,1948,1976,1976,Equestrian Eventing,Team
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1984,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1985,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1986,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1987,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1988,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1989,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1990,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1991,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1992,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1993,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1994,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1995,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1996,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1997,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1998,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,1999,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2000,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2001,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2002,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2003,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2004,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2005,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2006,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2007,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2008,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2009,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2010,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2011,Shooting,Individual
9,Rajmond Debevec,"Slovenia, Yugoslavia",SHO,Olympics/Other,"(1984, 2012)",8,1984,2012,2012,Shooting,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1948,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1949,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1950,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1951,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1952,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1953,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1954,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1955,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1956,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1957,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1958,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1959,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1960,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1961,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1962,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1963,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1964,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1965,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1966,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1967,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1968,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1969,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1970,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1971,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1972,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1973,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1974,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1975,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1976,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1977,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1978,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1979,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1980,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1981,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1982,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1983,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1984,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1985,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1986,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1987,Sailing,Individual
10,Paul ElvstrÃ¸m,Denmark,SAL,Olympics,"(1948, 1988)",8,1948,1988,1988,Sailing,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1992,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1993,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1994,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1995,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1996,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1997,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1998,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,1999,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2000,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2001,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2002,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2003,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2004,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2005,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2006,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2007,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2008,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2009,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2010,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2011,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2012,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2013,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2014,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2015,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2016,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2017,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2018,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2019,Athletics,Individual
11,JesÃºs Ãngel GarcÃ­a,Spain,ATH,Olympics/Other,"(1992, 2020)",8,1992,2020,2020,Athletics,Individual
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1984,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1985,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1986,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1987,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1988,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1989,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1990,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1991,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1992,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1993,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1994,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1995,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1996,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1997,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1998,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,1999,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2000,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2001,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2002,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2003,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2004,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2005,Equestrian Eventing,Team
